avg_resting_heartrate,avg_active_heartrate,avg_bmi,avg_vo2,avg_workout_minutes,avg_steps,lifestyle
82.68379727873081,139.43487473206162,22.398063650890794,20.99401157735923,5.5026324666656405,5171.495890410959,Sedentary
77.73294228506452,127.05715346661702,25.150812654086298,25.52747526955064,37.2167018100805,7115.591780821917,Weight Trainer
86.51162895591307,147.31573126952208,19.148256000462478,19.448406520026342,45.00008651086257,7257.693150684931,Weight Trainer
77.55054135762612,129.5770039396946,24.240375728856797,21.40130178285617,37.886068725488464,7129.690410958904,Weight Trainer
68.93310580458204,136.50268661405897,30.726595797380472,28.855230169253637,32.24198398599063,6958.378082191781,Weight Trainer
69.31244794850774,167.18585016710105,27.1326690342849,30.939205114246853,5.119426899323105,5128.024657534246,Sedentary
64.64397544858174,152.9654977304546,29.17716498363452,28.92795344089978,5.015081852287961,5167.789041095891,Sedentary
81.33282756113321,137.57131998347788,20.850071485672633,22.564006304582495,42.375521457262316,7281.586301369863,Weight Trainer
64.79507042723496,139.39836367080545,31.386431213715433,29.096510773429188,33.3298371336183,7029.608219178082,Weight Trainer
89.51117796589962,126.57048164605168,19.830753716401606,19.750462151303648,43.30528046136424,7362.769863013698,Weight Trainer
86.21818958751346,144.21087862838124,22.52778323930918,21.78708318013077,39.785471045450805,7112.378082191781,Weight Trainer
87.30070759200832,139.97122582181592,20.119256489777136,19.489433743595434,6.021529754625338,5177.780821917808,Sedentary
89.79743806208528,152.631637108012,17.76383666815434,19.07515065992139,6.746997303777693,5188.791780821918,Sedentary
84.03137470273838,150.56703733080104,21.540962942918842,22.15966551690082,5.816435881132796,5166.986301369863,Sedentary
80.1338443085794,139.1112118995804,21.160221790913127,21.02444985599776,40.90915905690374,7123.101369863014,Weight Trainer
63.81019197505969,127.98945894646793,29.768767735751247,31.84391549028476,34.58598632723298,7030.761643835616,Weight Trainer
80.8985477248526,133.876183209391,23.439743707576,22.215220710177448,37.98228032886922,7139.391780821918,Weight Trainer
75.74981399738974,130.93270399176032,22.035605849593626,25.10970186960966,43.6095186878573,10870.605479452055,Athlete
74.80771257625209,147.73504483488392,27.447509711490927,27.409653663273698,35.34943781656176,6988.13698630137,Weight Trainer
60.12813834027657,119.2243293003114,30.787674339113707,32.12788120767524,34.15499959666808,9960.898630136986,Athlete
70.0112751088516,139.1288157090193,28.126928373095645,29.21413586148161,34.41171448927301,7018.693150684931,Weight Trainer
88.23880457769332,150.01584026269904,20.4653777370021,23.396824791270674,42.498969865295635,7257.087671232876,Weight Trainer
82.02245243435067,143.72592567021516,23.189144659521308,22.85870309283305,5.589986123898534,5131.917808219178,Sedentary
75.32980422409445,131.27781213261363,25.57061020064198,24.2106063273486,36.35976456533333,6974.92602739726,Weight Trainer
