avg_resting_heartrate,avg_active_heartrate,avg_vo2,avg_workout_minutes,avg_steps,as_x_aah,bmi_change,steps_change,workout_minutes_change,var_workout_minutes,var_steps,lifestyle,avg_bmi
82.68379728,139.4348747,20.99401158,5.502632467000001,5171.49589,721086.8817,5.466265755,5298,8.278819777999999,1.904236694,627907.0555,Sedentary,22.39806365
77.73294229,127.0571535,25.52747527,37.21670181,7115.591781,904086.8369,5.298345567,-416,54.00686244,82.91861785,1316762.225,Weight Trainer,25.15081265
86.51162896,147.3157313,19.44840652,45.00008651,7257.693151,1069172.374,4.494923896,-913,74.20045006,137.2950719,1336599.676,Weight Trainer,19.148256
77.55054136,129.57700390000002,21.40130178,37.88606873,7129.690411,923843.9225,5.573329387999999,-150,56.71699421,90.69973626,1212804.7179999999,Weight Trainer,24.24037573
68.93310579999999,136.5026866,28.85523017,32.24198399,6958.378081999999,949837.3027,6.386137249,-551,48.85375339,70.65633204,1095014.86,Weight Trainer,30.7265958
69.31244795,167.18585019999998,30.93920511,5.119426899,5128.024658,857333.162,7.437179054,4372,9.091553139,1.907204225,615064.1775,Sedentary,27.13266903
64.64397545,152.9654977,28.92795344,5.015081852,5167.789041,790493.4228,6.957104866,5082,8.12871904,1.590124111,597899.8486,Sedentary,29.17716498
81.33282756,137.57132,22.5640063,42.37552146,7281.586301,1001737.439,4.9451863330000005,-413,-2.9664098689999996,110.1921209,1294989.618,Weight Trainer,20.85007149
64.79507043,139.39836369999998,29.09651077,33.32983713,7029.608219,979915.8829999999,6.489802415,5577,44.59976343,76.42496198,1102347.937,Weight Trainer,31.38643121
89.51117797,126.5704816,19.75046215,43.30528046,7362.7698629999995,931909.3278,5.099979653,-7,74.19287792,119.00674409999999,1506497.618,Weight Trainer,19.83075372
86.21818959,144.21087859999997,21.78708318,39.78547105,7112.378081999999,1025682.292,5.729296164,-50,-5.346956008,100.23489920000002,1258024.624,Weight Trainer,22.52778324
87.30070759,139.9712258,19.48943374,6.021529755,5177.780822,724740.3287,4.482401373,5682,7.286022507,2.283784016,663846.6479,Sedentary,20.11925649
89.79743806,152.6316371,19.07515066,6.746997304,5188.791781,791973.7841,5.382984587,4171,8.996352317000001,3.191573884,519610.9813,Sedentary,17.76383667
84.0313747,150.5670373,22.15966552,5.816435881,5166.986301,777977.8193,5.154952627,3896,8.62187137,2.197739238,539103.0656,Sedentary,21.54096294
80.13384431,139.1112119,21.02444986,40.90915906,7123.10137,990903.2640000001,5.041826402,-710,60.8442132,118.6564112,1202186.76,Weight Trainer,21.16022179
63.81019198,127.98945890000002,31.84391549,34.58598633,7030.761644,899863.3788,7.448941569,5919,-3.1261065830000003,75.69208945,1158474.8229999999,Weight Trainer,29.76876774
80.89854772,133.87618319999999,22.21522071,37.98228033,7139.391781,955794.5221,6.164942394,-269,58.25003149,96.08171527,1146739.2079999999,Weight Trainer,23.43974371
75.749814,130.932704,25.10970187,43.60951869,10870.60548,1423317.769,5.089281084,-72,98.44895523,661.5804793,7780611.203,Athlete,22.03560585
74.80771258,147.7350448,27.40965366,35.34943782,6988.1369859999995,1032392.7309999999,5.988639926,5781,49.33942957,76.60588539,1180226.3429999999,Weight Trainer,27.44750971
60.12813834,119.22432930000001,32.12788121,34.154999600000004,9960.89863,1187581.4579999999,7.641156533999999,-11,94.90665194,457.54600849999997,5774614.792,Athlete,30.78767434
70.01127511,139.1288157,29.21413586,34.41171449,7018.693151,976502.4659,6.580263541,-1129,-7.247663021,83.73916932,1312191.128,Weight Trainer,28.12692837
88.23880458,150.0158403,23.39682479,42.49896987,7257.087670999999,1088678.105,4.70631733,-119,56.12638286,99.11549409,1381926.77,Weight Trainer,20.46537774
82.02245243,143.7259257,22.85870309,5.589986124,5131.917808,737589.6374,4.936249500000001,4856,9.391199835,2.121291046,630138.0152,Sedentary,23.18914466
75.32980422,131.2778121,24.21060633,36.35976457,6974.9260269999995,915653.0287,5.168458415,-292,47.89114656,90.82551904,1200737.5320000001,Weight Trainer,25.570610199999997
79.07966467,146.31114519999997,22.52742031,5.291722612,5153.09589,753955.3609,5.238440182,4148,6.619763741,1.765067745,593158.2729999999,Sedentary,24.89329071
85.39254589,137.2666022,20.79902833,40.20057294,7209.816438,989667.0046,4.863569442,-514,-1.080230308,96.28942592,1282243.273,Weight Trainer,22.36773468
91.75935862,137.6018956,17.05215098,47.13984439,7444.780822,1024415.953,3.6242312310000004,-126,72.38986766,137.4007407,1434210.073,Weight Trainer,17.46767496
82.47189663,105.81296979999999,23.46127059,38.11815066,7031.369863,744010.127,5.759974226000001,5746,50.94973321,93.80833365,1091141.28,Weight Trainer,23.63663094
73.03301519,118.50464869999999,28.65957967,36.78524842,10305.50685,1221250.4679999999,6.616276248999999,-9,95.31060448,568.9958435,7172303.772999999,Athlete,27.27756646
80.84581583,158.31010519999998,22.40537078,5.663216649,5127.063014,811665.885,5.138757900000001,3692,8.975780265,2.113819416,515716.1686,Sedentary,22.62550324
79.53887595,149.378672,24.06304348,40.27476377,7256.150685,1083914.153,5.350714655,-289,-3.682752095,86.56280935,1394786.906,Weight Trainer,22.79931909
96.59424539,127.22416940000001,14.42021325,49.37123317,7550.789041,960642.8639,3.3372284189999997,-24,77.99327347,172.70285619999999,1395628.062,Weight Trainer,16.80809973
81.76113649999999,156.23503,21.64292929,41.98243704,7228.608219,1129361.822,5.285496426,-208,70.934241,118.09224750000001,1272559.91,Weight Trainer,21.04014446
79.70953288,136.3160602,22.19970161,37.72898732,7206.0,982293.5298,5.809118892000001,-278,54.72122699,96.51503334,1163798.252,Weight Trainer,23.87899433
76.1759103,142.83238669999997,29.99672455,35.40661970000001,7080.378081999999,1011307.301,6.619322677,-345,45.32240387,81.14589669,1218750.317,Weight Trainer,26.64966793
86.29797312,128.10447050000002,19.40330413,42.77882388,7302.553425,935489.7399,5.542975703,-92,60.55895215,104.8623693,1201774.351,Weight Trainer,20.62903957
85.5587485,154.7150824,21.6402638,38.62815912,7041.164384000001,1089374.328,4.668852593,-358,-2.533454448,106.01314860000001,1194442.581,Weight Trainer,22.9269368
90.86679398,127.64820520000002,18.81064218,42.63309356,7353.764384,938694.8252,4.272391002,-102,54.95291569,118.3065945,1440086.975,Weight Trainer,20.23437677
58.2834502,120.0777919,32.1270502,32.99624867,6919.60274,830890.6176,7.1730812660000005,-646,-3.716545064,70.78146757,1375702.0590000001,Weight Trainer,34.4514224
76.33341892,138.7795477,26.52132891,36.19824451,7088.246575,983703.6534,7.237162737,5859,-4.10110319,82.96252245,1237806.635,Weight Trainer,26.27111407
84.97913919,144.7021608,23.35193615,41.50182879999999,7280.854795,1053555.4209999999,4.656543755,-170,62.50236228,117.17136940000002,1301067.264,Weight Trainer,20.72095361
77.8087191,129.1076209,22.6903322,38.02291463,7198.463014,929376.4336,5.7775112989999995,-156,-4.39785449,85.24297461,1130672.353,Weight Trainer,23.61704078
78.31990186,142.2464663,20.80169269,5.48153053,5136.438356000001,730640.2057,5.837267949,4411,7.497000715,1.715012983,639181.7421,Sedentary,24.272180399999996
79.36298552,148.2302688,22.36873701,36.11689175,7100.476712000001,1052505.572,5.667392636000001,-588,52.93869241,87.83000294,1162159.263,Weight Trainer,25.34379211
91.78362305,129.78489720000002,15.95862801,48.85642854,7471.553425,969694.7928,4.366433823,-223,75.57624725,149.2567888,1255220.149,Weight Trainer,17.1900826
75.26259145,158.5239644,25.16048249,5.542056015,5186.5726030000005,822196.0508,4.872405584,4009,8.317181544,1.8567893530000001,599665.0447,Sedentary,24.33496298
66.55094487,148.5622629,27.13927115,33.21722753,6946.50137,1031987.963,7.339256751000001,-636,-1.535233382,71.55597154,1190636.683,Weight Trainer,30.77287267
63.02470274,144.5213043,31.71151167,33.86628986,6977.567123000001,1008407.1009999999,6.553529867999999,-324,45.53870989,71.56822664,1068285.336,Weight Trainer,30.25406338
80.73781203,124.8410251,22.49810203,5.4499385810000005,5105.156164,637332.929,5.3009047869999995,4572,7.937628455,1.7825464009999998,531441.3153,Sedentary,23.55310006
74.68715833,143.0190159,26.44036084,34.83944323,7125.534247,1019086.895,6.361578367000001,6946,-2.307853185,82.9286615,1132241.5259999998,Weight Trainer,27.46023382
71.87877201,141.25830269999997,27.95466696,5.2202503710000006,5140.871233,726190.7445,6.424911136,4709,8.126027262000001,1.8755482909999999,651657.7834,Sedentary,26.64838215
66.90186916,130.8018283,30.62725983,35.37358159,10090.6,1319868.929,6.2207712410000005,-42,99.09744527,483.8644751,6370671.232000001,Athlete,26.2944714
82.26251589,150.9305749,22.06216788,39.9307905,7190.334247,1085241.2820000001,4.3071616619999995,-36,56.13849685,99.972185,1301509.094,Weight Trainer,22.3339138
78.38571152,135.0088707,23.28096694,40.93980571,7145.9260269999995,964763.4033,5.399127349,-448,60.74900708,97.42794727,1309198.885,Weight Trainer,22.19478421
57.94548197,136.1913388,31.04002304,33.57513692,6968.054795,948988.7115,9.122642635,-514,-1.927905063,73.66847627,1191427.926,Weight Trainer,32.83360988
67.90443675,166.5766259,28.46711168,5.1718843869999995,5144.443836,856944.0961,6.920224889,4658,8.066008449,1.766167379,674684.1701,Sedentary,27.88677623
72.88616294,137.9294374,24.83509429,35.7196848,7124.969862999999,982743.0847,6.227196576,-328,-5.391272982,75.83414144,1076995.076,Weight Trainer,26.42681426
60.17144512,140.6119981,32.59440688,4.870966009,5093.775342,716245.9286,7.6719219370000005,4886,8.109896314,1.537382161,651051.5769,Sedentary,31.19364782
74.65096617,138.336866,24.74578997,5.519654297000001,5144.720547999999,711704.5173,5.475585797999999,4273,7.776976457000001,1.8021930830000001,553050.952,Sedentary,24.26554386
49.62570291,132.03025390000002,35.49558174,4.967431725,5177.049315,683527.1353,9.641799769,4121,7.865178208,1.609498374,589960.3154,Sedentary,34.50668412
74.53118275,134.61643480000004,26.29650902,5.087117365,5141.627397,692147.5490000001,5.861790902,3984,7.047389301,1.9260291040000002,568560.7653,Sedentary,26.80752153
77.39961551,140.7798371,22.26133278,39.39578241,7145.424658,1005931.719,5.960128533,-343,-3.055811453,77.48075019,1267540.146,Weight Trainer,23.48907514
68.79908019,111.5773243,28.66791605,24.81849641,11399.32603,1271906.2959999999,6.446337362,-35,9.842565403,125.5825211,6889623.836,Cardio Enthusiast,27.81944389
80.64818514,146.6374179,23.93054385,40.57750337,7220.761644,1058833.8429999999,4.695878422,-102,58.41573633,95.18639915,1719004.154,Weight Trainer,21.76876028
77.16953216,152.1421601,23.52316533,37.14743203,7136.29589,1085731.472,4.884399601,-729,46.15611307,89.86115225,1211572.915,Weight Trainer,25.30133777
94.37891238,138.93152719999998,15.18926889,7.324570812,5266.819178,731727.2321,3.502829478,4479,-0.020331206,3.571173585,645821.4084,Sedentary,16.01141489
65.0339884,131.0520598,31.9154695,32.99999374,10008.29863,1311608.15,7.534706947999999,-28,9.942318108,456.48112080000004,6585201.535,Athlete,30.26484838
78.65877987,135.3777791,25.1337343,35.21555608,6989.350684999999,946202.7733,5.525081332999999,5609,47.82465122,81.84640583,1066253.422,Weight Trainer,26.67837013
74.92992734,146.0904837,24.67229866,5.292248197,5144.413699000001,751549.8857,6.319906412999999,4493,8.106586468,1.984533097,605523.2836,Sedentary,26.00038674
84.03445392,112.7004608,20.56649875,41.05447977,10814.72603,1218824.606,5.225512958,-6,96.49138276,560.0142033,7745035.7,Athlete,21.78853098
75.42280476,158.8427806,27.24766124,41.32081717,7199.610959000001,1143606.2240000002,4.800592256,-335,54.92741486,123.2157106,1337257.465,Weight Trainer,21.940865600000002
80.37069396,152.533831,22.1056013,41.95125979,7177.9424659999995,1094879.063,5.195671995,-480,60.10139941,105.72972379999999,1313162.487,Weight Trainer,21.33806222
